10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
10, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
11, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
12, 1, 1, 1
